text,span1,label
Mm if you do n't mind .,"[5, 6]",0
But they think they can run everything from Detroit and that 's the way the organisation is going to be restructured .,"[20, 21]",0
"Sometimes they came alone , sometimes with a man in tow — to foot the bill !","[13, 14]",1
"It is , however , impossible to separate out processes acting at different scales and over different periods : a single volcanic eruption lasting hours or days sometimes leads to dust and gas being ejected into the atmosphere over a period of months and this in turn may lead to global climatic fluctuations over years or decades .","[26, 27]",0
"We should notice that this view is not just a flight of fancy from the loony left , the pederast lobby or children themselves .","[2, 3]",1
Both companies expected to bring the bass Vladimir Ognovenko to sing Boris and the mezzo-soprano Irina Bogatcheva .,"[4, 5]",1
"‘ He 's not going to just co-ordinate and consolidate any longer , ’ Muldoon said , with increasing nervousness .","[14, 15]",0
"Though there was a lot to do , Clare , busy redecorating the shop and visiting wholesalers to buy stock , still managed to work one evening a week for the Movement .","[15, 16]",0
Parliament should give fresh thought to enacting a provision placing an obligation upon a council tenant to give notice to the council before being permitted to commence proceedings .,"[11, 12]",0
"Young children ought merely to have things shown to them as they are , or they get puzzled and ask question after question .","[6, 7]",1
Yeah thank you .,"[1, 2]",0
‘ Has Moscow any suggestions as to how we should proceed ? ’,"[10, 11]",1
Does that mean he may lay an information and bring the matter before the magistrates without first putting the person alleged to be in default on notice of what is alleged ?,"[17, 18]",1
"And if he does n't do that , then the man will send Rickie 's plump young ass down to the gang-rape squad in the county jail . ’","[22, 23]",1
One school was so impressed by the children 's positive reactions that they completely revamped the science work in the first two years to include more social and human applications of science .,"[10, 11]",1
"The council argued that a landlord , particularly one such as a local authority , can not realistically be expected to have a system of inspection of all its premises and in practice is entitled to depend upon notification by its tenants .","[36, 37]",0
His wife was telling him to saddle up and steal a fresh batch of cattle from his neighbour 's herds .,"[11, 12]",1
We are not going to enquire into the details how such beams can be produced ( it belongs to the subject of physical electronics ) ; we shall accept the fact that the beam exists and will try to work out the forces on the outermost electrons .,"[20, 21]",1
"The footpath on the left bank of the burn was little better than a sheep track , but there were clues to its former importance as a droving road over the hills to Byrness in Redesdale .","[4, 5]",0
"The currents , on the other hand , do not cancel because they represent opposite charges moving in opposite directions ( remember , minus one times minus one is equal to plus one ) .","[1, 2]",1
If we got Terry to do that we 'd be well away .,"[11, 12]",1
"The problem , however , remains how such universals are produced from the multiplicity of initiating individual praxes .","[5, 6]",1
Yeah well tell your mother .,"[2, 3]",0
"Echoes of the signal alert them to possible prey , at ranges up to 80–90 metres in shallow waters .","[11, 12]",0
The Declaration of Independence issued by the Palestine National Council ( PNC ) on November 15 last year constitutes a major landmark along this road .,"[4, 5]",1
"Thus , to understand some local and many regional , national and continental and all global environmental events , we need to have a global perspective and hold global databases ( Rhind and Mounsey 1989 ; Mounsey and Tomlinson 1988 ) .","[24, 25]",0
While there is some research activity in linking statistical models to GIS there would seem to be scope for further applications of operations research techniques to GIS problems .,"[4, 5]",0
And it has n't been sorted yet ?,"[5, 6]",1
Charlotte what did you say ?,"[4, 5]",0
"Lavenham and Long Melford , for example , have no telegraph poles , to preserve the timeless air that pervades them .","[10, 11]",0
"The Imperial Cancer Research Fund and the Cancer Research Campaign are conducting a joint study of the Bristol Cancer Help Centre , which offers a holistic programme — dietary advice and emotional counselling — to complement medical treatment .","[20, 21]",1
"However , this is offset by the demands that are made on spatial analysis and modelling methodology .","[10, 11]",1
"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .","[38, 39]",0
"There ai n't no pill to get you off the powder , Mr Breakspear , only will power .","[12, 13]",0
"The sale of most of the lossmaking tyre distribution business to Sumitomo , now also a minority shareholder in the only British-controlled tyremaker 's plant , gives the board confidence in some improvement this year , despite a poor immediate outlook for the motor producers .","[39, 40]",1
Certainly the incinerator seems well controlled .,"[5, 6]",0
I expect that for an ornithologist death ceases to be terrible once sight and hearing begin to go .,"[12, 13]",0
"And who the hell IS management ? ’ he demanded , his voice rising .","[13, 14]",1
"Now we shall say that in a class of materials the current density at any point is proportional to the electric field ; in mathematical form formula] , where formula] is the conductivity of the material .","[25, 26]",1
He turned his attention to the timeless fields of wheat and olives .,"[1, 2]",1
"He hardened his opposition to both , despite the fact that his own party chairman had once favoured the first , and vocal forces within his Scottish party were in support of the second .","[13, 14]",0
Already the orchestra had begun to play and the elegantly dressed to appear .,"[9, 10]",0
"The objectives of the new agency would be to assist the Community and the Member States to achieve the goals set out in the Treaty of Rome and in successive environmental action programmes ; it must also , however , be seen in the context of the European Council 's adoption on 2 December 1988 of the Rhodes Declaration on the Environment and the environment chapter in the Single European Act which comes into effect in 1992 .","[61, 62]",0
"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .","[10, 11]",1
The great philosophers have always produced such a person-oriented account at least for those whose education was thought to matter .,"[9, 10]",1
"They 'd come down from , they 'd come down from , erm , somewhere or other .","[8, 9]",1
Wiltshire and Northumbria have already shown how much can be achieved .,"[0, 1]",0
"Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics .","[42, 43]",1
Ooh there 's a lot of cars .,"[4, 5]",1
Not unless someone puts their foot down .,"[3, 4]",1
"This , however , was too much for the Government and , using the excuse that public opinion was not yet ready to accept the protection of many unpopular modern buildings , Lord Caithness , the Minister of State for the Environment , arbitrarily whittled down English Heritage 's list to 18 buildings - excluding Bankside — although it represented a more traditional approach in the Fifties to the now-unfashionable Modern Movement .","[27, 28]",0
The system comprises three interrelated modules : community and disaster type characteristics module ; population distribution module ; network evacuation module .,"[16, 17]",0
"Daniel , who had become a specialist in wild blows of chance , thought he understood some of it .","[8, 9]",1
"The problem is that normally potential purchasers have to incur the expense of undertaking surveys and arranging mortgage finance , without any idea whether they will be able to afford the final selling price .","[1, 2]",0
The differentiation of accidents from other types is useful in the context of emergency planning and is not so clearly conveyed by other hazard typologies .,"[3, 4]",0
"A few years later Thomson recognised Cage as ‘ the most original composer in America , if not the world … ’ and Cage repaid the compliment by writing the works section of a monograph on Thomson .","[5, 6]",1
"Listing , in theory , is an objective assessment of architectural or historical importance which does not necessarily prevent demolition .","[12, 13]",0
"As it was , the ‘ smokeless shimmer of vapour ’ was so cooled by cleaning that it drifted across the river to cause mischief with the leadwork on Wren 's great dome .","[23, 24]",0
"Labour 's proposed Department for Legal Administration would take over responsibility for courts and tribunals ; court procedures ; organisation , training and appointment of the legal profession , magistracy and judiciary ; legal aid ; legal services ; and the Sentencing Council .","[29, 30]",0
"It was now light , the lamps on the gangway giving murky yellow pools that barely pushed back the inky blackness of a starless night .","[23, 24]",0
How many am I losing ?,"[4, 5]",0
"From this end , yeah .","[2, 3]",0
"Even if lead levels in the atmosphere do not bother you , I am sure you will find the fact that unleaded petrol is 15p cheaper , and that diesel fuel boosts mpg by at least a third , most interesting .","[0, 1]",0
"Recently , of course , there has been an added dimension — part media-and-politician inflated , part real : drugs .","[9, 10]",1
‘ Take a look for yourself . ’,"[1, 2]",1
"The irony of this lay in the fact that the Second Crusade was counter-productive in Outremer , embittered relations with Byzantium , and resulted in the deaths of enormous numbers of its participants , particularly those drawn from the non­aristocratic classes .","[11, 12]",0
No I can manage on my own thank you .,"[3, 4]",1
Note the enormous flexibility compared with a routine which would tell him only how to get from one particular point to another .,"[10, 11]",1
"Substituting the above equation into eqn ( 3.1 ) we get formula , or using the vector relation ( eqn ( A.6 ) ) we obtain the modified form formula .","[10, 11]",1
"Forster was sorely tempted to nip out and confirm that the noise was coming from George by twiddling the volume and tuner , but fought down the urge .","[13, 14]",1
"In reply Roy Hattersley supported the call for the immediate suppression of street violence , but warned that the roots of such riots could not be dealt with until all people felt they had a stake in British society ( ibid. : cols. 1407–9 )","[6, 7]",1
"It seemed strange to make that argument , Mr Cook said , when it was clear the whole policy review process was designed to placate the centre ground .","[15, 16]",1
"In a takeover campaign that has already seen vitriolic language , he responds to the charge that he is mounting the bid to enrich himself and his friends by saying : ‘ Nobody could take that as a criticism — this is an investor group .","[15, 16]",1
His orders were quite specific .,"[1, 2]",1
"However , the fact that the study was restricted to institutionalised delinquents limits the validity of the association between body build and crime and delinquency .","[6, 7]",0
"Labour would be acquiescing in a ‘ democratic outrage ’ if it continued arguing that , because the Conservatives had got away with being undemocratic for so long , it was now Labour 's turn .","[34, 35]",1
From 1940 to 1954 he wrote regularly for the New York Herald Tribune and four volumes of his notices have appeared in book form .,"[23, 24]",1
"And what they 've , what they 've got , they 've got the bar in a far bottom corner","[8, 9]",1
"However , the centroids of EDs are available as 100 m grid references and artificial ED ‘ polygons ’ can be created if necessary .","[11, 12]",1
"‘ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament .","[11, 12]",0
Would you please tell me the high season price for one week ? ’,"[6, 7]",1
He wondered if Rufus had children and if so did he worry about them coming to terrible harm the way Adam worried ?,"[21, 22]",1
"Mooneyhan ( 1988 ) has described the progress of the pilot stage of GRID which culminated in approval for a full operational phase ; GRID is now involved in integrating , storing and exploiting a variety of global environmental databases , mostly acquired from NASA .","[15, 16]",0
Dr Runcie has gone out of his way on this visit to concede many of the doctrinal points and practices which large elements of the Church of England have traditionally found offensive in Roman Catholicism .,"[19, 20]",0
Normally routines are single chains of instructions although it is possible to have some conditional branching .,"[0, 1]",0
"Smelly back room , perfect for the sweatier excesses of the form .","[2, 3]",0
"Some of these girls might , however , drift away again when they reach their crisis period .","[15, 16]",1
( a ) The Procedural Context,"[5, 6]",1
Football : Hazard hints at the missing gifts,"[7, 8]",1
I do n't think they 've got a lot of staff on .,"[6, 7]",1
"The Central Office attitude was flexible , for outside bodies would always exist and could even be made use of :","[5, 6]",1
Because of their early contact with parents they often had considerable influence in steering parents towards specialist provision .,"[3, 4]",0
"The particularities of post-revolutionary Mexico are frequently subsumed by the decorativeness of the ethnic , by the generalised attractiveness of the radical avant-garde .","[18, 19]",1
‘ Oh darling .,"[2, 3]",0
The analysis points to the need for the development of a fuzzy geodemographics methodology which takes account of the effects of different types of spatial errors .,"[2, 3]",0
"In an earlier than expected Commercial Court judgment , Mr Justice Saville found that the members had not produced enough evidence of irregularities in the ‘ LMX spiral ’ , which sends catastrophe risks swirling round the market to stop the usual process of calling on cash deposits to make good syndicate losses .","[35, 36]",1
Of course I think it is .,"[1, 2]",0
"Mrs Bottomley 's first big test as Health Secretary will come this summer with the annual public spending round , which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts .","[30, 31]",1
"They remembered the Lucy network , their gateway out of Germany .","[4, 5]",1
"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .","[18, 19]",0
"McLeish thanked him gravely , feeling , as he often did with the Wilsons , that he was being enveloped in a large feather eiderdown , and , made restless by the call , went down the corridor to where he knew Catherine Crane was also in , getting her office in order .","[5, 6]",1
"Not sure of the music policy , but the name sounds like the ingredients of a takeaway from a less salubrious Chinese .","[1, 2]",0
No that 's the bathroom .,"[4, 5]",0
"‘ We have taken a step backward , ’ Ryan said — and on this sorry evidence it looks as if it will be backwards all the way when the Test takes place at Cardiff Arms Park on 4 November .","[34, 35]",0
"Emilio Segre was one kid , and Bruno Pontecorvo , later to defect from Britain to the Soviet Union , another .","[8, 9]",0
Then she turned to helping Mrs Carson .,"[2, 3]",1
But take care .,"[1, 2]",1
"The Government 's post-1987 initiatives have , to some extent , reflected a diagnosis based on the need for better management — though on the principle that central authorities can provide a firmer grip than local ones — but combined with an anti-collectivist belief in the restorative powers of capitalism .","[11, 12]",1
"For instance , in performing its quantitative risk assessments the Health and Safety Executive will rarely deal with distances from hazardous sites in excess of 1 km ( Petts 1988 ) and census data will not offer sufficient resolution for accurate population estimates to be made .","[13, 14]",0
You want to go to the orthopaedic .,"[3, 4]",0
"These contain some valuable material on disposal practices , and volumes of waste generated and disposed of by each waste regulation authority ( WRA ) — counties in England , districts in Wales , Scotland and Northern Ireland .","[28, 29]",0
"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .","[37, 38]",1
Ellen and I lingered on in Mama Sipcott 's for another hour and a half ; indulging in the sailor 's shorebound pastime of planning the perfect voyage .,"[0, 1]",0
She thought she knew the cause of this mood and in a way she was glad to see it .,"[8, 9]",0
She never got her use back and she never spoke again .,"[1, 2]",0
"WEDNESDAY , 12 JANUARY 1966","[3, 4]",0
"While new departments are born and others extended , one of the oldest — the Home Office — would become a shadow of its present self .","[21, 22]",1
He asked the taxi he had taken to put him down at the top of the drift and he had walked to the house .,"[1, 2]",0
Those who are still in a state to require being taken care of by others must be protected against their own actions as well as against external injury .,"[27, 28]",1
You go round that corner not off that way towards the wards just go from the desk right round the corner and follow it right the way down as far as you can go .,"[22, 23]",1
"And now he was passing a second and more dilapidated pillbox and it struck him that the whole headland had the desolate look of an old battlefield , the corpses long since carted away but the air vibrating still with the gunfire of long-lost battles , while the power station loomed over it like a grandiose modern monument to the unknown dead .","[21, 22]",1
"Matter of , exactly yes .","[4, 5]",0
"In the European Community of 12 nation states , for instance , no less than eight procedures for calculating potential evapo-transpiration have been in use !","[7, 8]",0
"So do the Chinese press statements asserting that Hong Kong is ‘ entirely a business between China and Britain ’ and should not be discussed , formally or informally , at any international forum .","[3, 4]",0
"Annabel was determined to get a grip on herself and do as Scott advised : remember 1965 as the year she stopped having to go to auditions and 1966 as the year in which she blossomed into a successful young New York hostess as she met Andy Warhol , Lenny Bernstein , Baby Jane Holzer , and all the other gossip-columnist fodder .","[15, 16]",0
"Their role in bringing environmental impact assessment ( EIA ) on to the statute book is well known , but the Commission has now made a proposal ( CEC 1989 ) for the ‘ establishment of the European Environment Agency and the European Environment Monitoring and Information Network ’ .","[1, 2]",0
"When they saw that the war could not be won , even as early as 1941 , some of them opened up lines of communication with us and the British . ’","[20, 21]",1
"It was providing 27,500 training places ( often in conjunction with the Manpower Services Commission ) : some 2,500 buildings were being improved ; estate action aimed to tackle run down housing ; and a large number of new ‘ partnerships ’ ( which some might see as subsidies , or discredited regional grants , in a new guise ) were in operation , in an effort to bring private investment to run-down urban areas .","[25, 26]",0
"At the end of summer , her body stops wanting gin and tonics and suddenly desires whisky .","[15, 16]",1
They offered opportunities for men of skill to acquire great position in the world — Arnoul of Ardres caught the eye of Countess Ida of Boulogne through his exploits ; and they also conferred lustre on the great — Geoffrey le Bel and Philip of Alsace were throughout France for their distinguished performances in these show battles .,"[10, 11]",1
"These are , of course , commercially important questions and a good deal of money is going into the collection of such data by insurance companies .","[16, 17]",1
"Each boxing match , Sartre claims , must be both a unique event and also in some sense the incarnation of all boxing , whose rules and conventions it follows , and whose past and future history it sets itself against .","[25, 26]",1
"Such is the mood of pessimism here it is hard to find anyone who believes the All Blacks , having won their seven matches in Wales , will face any significant threat during the next fortnight .","[9, 10]",1
GEORGE Tyson is not a gambling man nor does he take unnecessary risks .,"[6, 7]",0
"I mean , the only way you could do that would be if you had a till at one end and people bought whatever they wanted and were given a voucher and you walked down the other end and exchanged","[37, 38]",0
"Fate determined that a short while before the businesses failed , they transferred the £10,000 to BCI because of the better returns being offered .","[4, 5]",1
The best French cider is cider sold by Sainsburys one that I 've drunk .,"[3, 4]",0
They live only through The Sound Of Music and Funny Girl .,"[1, 2]",1
"There is no sign of civilization , but herds of zebra and wildebeest and clumps of elephants marble the valley floor .","[20, 21]",1
"They drive down into a dry watercourse and are surrounded by hundreds of cattle returning from their grazing , driven by children and young warriors .","[9, 10]",0
"It would maximise civilian tactics of resistance and defuse the natural potential for violence , containing and eventually eliminating the marginal but intrusive phenomenon of collaborator activation by Israeli security authorities and collaborator execution by local Palestinians .","[26, 27]",0
"The Community Health Team aim was to ensure a place of treatment for children from the earliest possible age , to enable them to develop to their fullest potential .","[17, 18]",0
"Just inside the front porch , a handwritten book is prefaced with the words ‘ This book has been compiled that something , more than their mere names , may be known of the Lavenham men who gave their lives for their country in the Great War . ’","[45, 46]",1
By the time Vidal Sassoon had finished with her Paula 's long fair locks had been shorn to a sharp geometric shape and she scarcely recognised the reflection that looked back at her from the mirror .,"[30, 31]",1
"There was nothing wrong with the boat 's lines , which were sleekly functional , but her long powerful hull , her upperworks , and even the interior of her capacious working deck had all been painted with a wartime dazzle paint .","[18, 19]",1
""" I think he is often useful , in his way .","[10, 11]",1
"‘ Laibon , great-grandson of Mbatian , you must think again .","[5, 6]",0
"So it 's like one , two , one , two and one there and but put like erm seven add seven add seven is .","[22, 23]",1
""" You have n't seen the pictures . ""","[4, 5]",0
"He walked back to his consulting room , dying for a cigarette .","[2, 3]",1
"Abroad , Kaspar ( 1981 ) has discussed a computer-based exercise , with GIS overtones , involving the simulated evacuation of the population living in the vicinity of the Neckarwestheim nuclear power plant in Baden Württemberg .","[2, 3]",0
"If the council did not react to that notice , then would be the time for the tenant to exercise the right to prosecute .","[5, 6]",1
Yes I think I did .,"[2, 3]",0
"I know she 's right , but she should , set an example in some ways , mm people are so used to her now they just look at her and carry on talking silly old bugger , you know , , shut up Deirdre I 'm do n't want to do that , should n't be , cos there was n't much to put on , although they left , left quite a bit off yesterday , they cut short , there was five hundred breast portion short and two hundred oyster eggs , so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous .","[86, 87]",1
"The doctor refused to give her more sleeping tablets but scribbled a prescription for tranquillizers , which were increasingly prescribed for women like Clare , with symptoms of anxiety in stressful situations such as poverty , divorce , or bereavement ; women with marital problems and women who were out of work also found them helpful , although the pills did nothing to resolve the problem responsible for the initial anxiety .","[1, 2]",0
Frederica and Alexander held a discussion of natural supernaturalism .,"[3, 4]",1
He thus asserts the Truth of History while constantly projecting forwards and deferring its proof .,"[10, 11]",1
Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales — though there are no established ‘ safe ’ levels for these .,"[24, 25]",0
"Intellectuals claimed a formative influence in the second too : John of Marmoutier declared that monks from his own monastery had read Vegetius ' De Re Militari to Geoffrey le Bel when he was investing the castle of a rebellious castellan , and ascribed his success to their advice on firebombs .","[26, 27]",0
In that kind of free market he thrived and survived — and so will the best of his work .,"[4, 5]",1
"In his book L'Uomo Delinquente , Lombroso developed a complex description of what he called the ‘ born criminal ’ , who could be recognised by a variety of physical characteristics , in particular facial characteristics — for example large jaws and ears , and high cheek bones .","[7, 8]",0
Close though her friendship with Gary had become she had never once breathed a word to him about the new collections she saw taking shape at Mattli — and as for ‘ pillow talk ’ the notion was absurd .,"[36, 37]",0
Oh she was in bed all the time .,"[4, 5]",0
"Alternatively , it may be able to muster enough support from SeaCo shareholders to halt the current disposal of assets by Mr Sherwood for its bid with Stena to be fully considered .","[27, 28]",0
The analysis points to the need for the development of a fuzzy geodemographics methodology which takes account of the effects of different types of spatial errors .,"[1, 2]",0
The most serious consequence of the accountancy view of man-power is that high level policy decision-making does not give this factor sufficient weight .,"[12, 13]",1
"‘ The Narodnyi Kommissariat Vnutrennikh Del , our People 's Commissariat for Internal Affairs , was responsible for — ’","[12, 13]",0
"and the rain came down and floods came up , the rain came down and the floods came up , the rain came down and the floods came up and the house on his band fell flat","[35, 36]",0
For this reason they can not cope with climates having greatly extended winters .,"[6, 7]",1
"These two suggestions , far from being enlightened liberation of all children , are actually oppression of a deeply damaging kind to at least some , and Harris 's suggestion contains a capacity criterion in disguise .","[4, 5]",1
"That when women are given the vote it follows that children should be given it too is no argument at all , but a version of it occurs in modern debates over the justice or injustice of Mill 's famous disclaimer in his essay On Liberty .","[8, 9]",1
"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?","[15, 16]",0
"While such notions may all contains some elements of truth , they are by no means complete explanations of criminal behaviour .","[5, 6]",1
Perhaps she 'll help come in with you .,"[4, 5]",0
It is important that participants are provided with the skills to reduce their drinking levels or handle more effectively ‘ pub centred ’ problems .,"[11, 12]",1
Miranda pushed home this advantage .,"[2, 3]",1
"Where the end is person- rather than role-oriented — that is , where the end is the development of the human mind and spirit rather than the production of , say , information technologists — then education is valued in relation to some conception of worthwhile human existence which it is meant to serve .","[7, 8]",1
"The wonderful thing about the human mind , Adam thought , is the way it copes when the worst happens .","[1, 2]",0
"The main contenders for the leadership were Austen Chamberlain and Walter Long , representing the two different establishments of the Edwardian Unionist party — the opposite worlds of Birmingham and Wiltshire — but the situation was complicated by the intervention of two outsiders , Edward Carson and Andrew Bonar Law .","[22, 23]",0
"Third , the worker was committed to the idea that treatment of a medical or disabling condition should not take precedence over the child 's social , emotional and cultural needs .","[19, 20]",1
Rising unemployment turned a lingering and growing malaise into a crisis .,"[0, 1]",1
"The Government 's post-1987 initiatives have , to some extent , reflected a diagnosis based on the need for better management — though on the principle that central authorities can provide a firmer grip than local ones — but combined with an anti-collectivist belief in the restorative powers of capitalism .","[49, 50]",0
He winced at the memory as he hammered on the steel and then looked through the spy port .,"[16, 17]",1
"They believe they have found a cheap , practical means of preventing dolphins entangling themselves in monofilament drift fishing nets — the ‘ walls of death ’ believed to be responsible for killing large numbers of dolphins off Cornwall this year .","[30, 31]",1
This article challenges the conceptual and practical appropriateness of applying the notion of punishment to the probation context .,"[2, 3]",1
"In contrast , the advocates of chaos theory ( e.g. Stewart 1989 ) argue that some natural systems are so sensitive to tiny stimuli that even ‘ the faint beat of a butterfly 's wing could be the ultimate trigger for a hurricane ’ .","[38, 39]",0
"All Blacks : M Ridge ; J Timu , B McCahill , W Little , V Tuigamala ; F Botica , B Deans ; G Purvis , W Gatland , S McDowell , I Jones , G Whetton ( capt ) , A Whetton , K Schuler , Z Brooke .","[34, 35]",0
"The cost of the bid to Tiphook is put at £2million , which it says will have only a minor impact on full year results .","[19, 20]",0
"The burn threads a wild and inhospitable crevice of the hills , where the wind blows cold and the sense of isolation grows with each lonely mile .","[6, 7]",1
"Artists ' impressions show a tram that has more in common with the flat-faced , characterless light trains of the toy-like Docklands Light Railway .","[20, 21]",1
"She still retained her English habit of noting each day 's weather , always expecting changes , marvelling at the hot sunny days which followed one after the other , almost with monotony .","[2, 3]",1
"While the entire network of popular committees , local institutions and the general public constitute the field commanders in the battle of civilian disobedience and of constructing a political infrastructure , a rotating Unified National Command acts in the role of field-general , issuing a bi-monthly directive outlining policy and determining specific resistance programmes .","[32, 33]",1
Mother 's Day a fortnight,"[2, 3]",0
He does n't know the inside track any more than Klepner . ’,"[5, 6]",1
No we 're not going in the car we 're walking are n't we ?,"[7, 8]",0
"This means in practice that district medical officers are charged with preparing an annual report , presenting and interpreting epidemiological data , identifying local health problems and evaluating service outcomes .","[19, 20]",0
What little money has been recovered remains the subject of a legal tussle in the courts which may yet take months to resolve .,"[20, 21]",0
"The hotel lies in five acres of fields and garden , and the Slingos , who own it , make the most of their beautiful surroundings by running painting courses for about £200 a week ( including breakfast and dinner ) , or £90 for a long weekend .","[19, 20]",1
"Erm what if anything have you , erm these are enquiries I 'm making on behalf of my daughter .","[13, 14]",1
"The plaque was unadorned , the letters deeply carved in an elegant script reminiscent of Eric Gill , and Dalgliesh remembered his aunt telling him that it had been placed there by previous owners in the late twenties , when the cottage was originally extended .","[20, 21]",0
Is it worth sacrificing the long-term future of Britain 's biggest stateowned industry to make political capital in the run-up to the next election ?,"[10, 11]",1
But she bridles at suggestions that the inclusion of two women — Mrs Gillian Shephard at the Department of Employment and herself — has excluded more able men from the Cabinet .,"[10, 11]",0
"Charlotte mummy get cross with you if you start this nonsense , just got to get some dog food and some bread then we can go home , O K ?","[8, 9]",0
"The convex , middle part of the thorax contained the musculature that operated the appendages ( which , as usual , are not preserved ) , and the relatively large volume of this region shows that the musculature was powerful .","[23, 24]",0
that of an instruction in the martial arts compatible with the maintenance of a prince 's peace ; that of an outlet for competitive instincts within the claustrophobic confines of a court ; and that of display to maintain princely social status .,"[3, 4]",0
"However , while the former has been given considerable attention by geographers ( summarized by Openshaw et al. 1989 ) there has been relatively little such work in the UK on the disposal of non-nuclear wastes .","[29, 30]",0
"In Self-Portrait with Cropped Hair ( 1944 ) ( Fig. 6 ) , she paints herself wearing Rivera 's suit , challenging traditional expectations of femininity and attempting to appropriate his authority ( while simultaneously ) threatening castration ) .","[19, 20]",0
"By November 1912 only fifty-one constituencies in Great Britain were without candidates , a much better position than the position at dissolution in either 1909 or 1910 ; few of these fifty-one constituencies were winnable , but in any case most of them had candidates by the end of 1913 .","[34, 35]",0
"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms — yet another advantage , Paula thought , trying to weigh up the points in favour of the hostel , which she hated on sight .","[30, 31]",0
"In the leading case of Cunningham Lord Edmund-Davies ( dissenting ) gave the example of breaking someone 's arm : that is a really serious injury , but one which is unlikely to endanger the victim 's life .","[24, 25]",1
"The value of this information is inherently dependent upon the quality of the inference process and that in turn depends upon the complexity of the scene , the spatial , temporal and spectral resolution of the sensors and the particular algorithms used .","[1, 2]",0
It was rough !,"[2, 3]",1
"The substantive content of much of this research straddles the social , environmental and mathematical sciences .","[1, 2]",0
Kingfisher 's £461million bid for Dixon 's led to a resurgence of speculative activity yesterday .,"[3, 4]",1
"Harrison 's vision of a nightmarish future for inner cities , locked in a cold or hot war between have-nots and the forces of public order , was echoed by Robert Chesshyre ( 1987 , p. 95 ) , who concluded that by the late 1980s :","[5, 6]",0
Tepilit makes a gesture by placing his hand to his throat and cupping it .,"[1, 2]",1
"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .","[6, 7]",1
"The physical sciences in particular , offer a conventional career choice which is likely to win approval from parents , teachers and peers .","[4, 5]",0
A major feature of these applications is the extent to which they involve overlays of a variety of information drawn from different sources on a topographic map base .,"[5, 6]",1
"‘ A white man has blood , red blood also . ’","[3, 4]",0
"Their value in battle , as shields behind which the knights could shelter before they launched their charge , ensured their continued employment by those who could afford them — notably Henry II of England .","[6, 7]",1
"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck ; under strain from commercial pressures which , as the inquiry puts it , ‘ compromised ’ safety ; under strain above all because the people on the spot could n't or would n't cope , were weary from gruesome working hours ( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks ) , lacked adequate training , or simply could n't be bothered .","[1, 2]",1
"Up , up the alleyway by the Yorkshire , you got Yorkshire House there","[10, 11]",1
And that makes her feel what ?,"[2, 3]",1
Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales — though there are no established ‘ safe ’ levels for these .,"[14, 15]",0
No more at this stage .,"[4, 5]",1
Salvesen boost .,"[0, 1]",0
Oh aye you 're gon na do it are n't you !,"[4, 5]",0
Law conceived of the role of the leader in an exactly opposite sense from Balfour : he sought to foster unity by placing himself at the head of the discordant elements where Balfour had thrown the leadership on the side of restraint .,"[22, 23]",1
"He was in flight from his family , his dead alter ego , his uncertain sense of identity .","[17, 18]",0
Mulching is a pleasant activity for October .,"[3, 4]",0
"Oh it 's just come in , obviously yeah .","[4, 5]",1
"These include the highly specialized nature of much of the technical analysis , the limited capacity for checking the accuracy of many of the findings of this kind of research and the consequent need for the development of knowledge-based inference machines for extracting useful information from secondary and often proxy data .","[15, 16]",1
"In an earlier than expected Commercial Court judgment , Mr Justice Saville found that the members had not produced enough evidence of irregularities in the ‘ LMX spiral ’ , which sends catastrophe risks swirling round the market to stop the usual process of calling on cash deposits to make good syndicate losses .","[5, 6]",0
"If it is correct that our trilobite lived above the sea bottom , actively swimming in the water , there are certain predictions we can make about its geological occurrence which can be tested by looking in the rocks .","[33, 34]",0
"In French eyes , the hero of the First Crusade was Robert II of Flanders .","[11, 12]",0
"Such data are crucial , either for assisting the emergency services to make assessments about resources they need to deploy in such events , or for high-quality estimates to be made of risk .","[13, 14]",1
