text,span1,label
We give them a provisional kind of price and not really gone into it in detail .,"[11, 12]",1
"While the entire network of popular committees , local institutions and the general public constitute the field commanders in the battle of civilian disobedience and of constructing a political infrastructure , a rotating Unified National Command acts in the role of field-general , issuing a bi-monthly directive outlining policy and determining specific resistance programmes .","[50, 51]",0
"This might include data on morbidity and mortality , uptake of preventative medicine , service use and availability , at both primary and hospital level .","[2, 3]",1
"Both sets of data were provided by Pinpoint Analysis Ltd , who are undertaking this digitizing task for the entire country .","[5, 6]",0
"Throughout we should ask ourselves , does this ( whatever is being said ) apply to her ?","[14, 15]",1
"This means feedback is obtained early in the development process , and the system can grow around the user 's requirements .","[15, 16]",1
This is particularly important in a field where many of the demands made by users are highly specialized in nature .,"[17, 18]",0
"Well you 've got an , you 're got ta go , have an appointment to go and see somebody there are n't you ?","[3, 4]",1
"I will lose my practice and my reputation and everything that I have and can look forward to , if not my liberty .","[2, 3]",1
"But of course the users do n't know what they want , so they end up getting another duff system .","[16, 17]",0
I thought then I 'd be able to use it as an airing cupboard but it still did n't work but it 's like you said it 's because it 's got such a good,"[25, 26]",0
Similar to what I was when I went .,"[7, 8]",0
In practice however the beam is not uniform and does not possess perfect cylindrical symmetry .,"[11, 12]",1
Towards the end of 1986 an AEC was launched and has been running ever since .,"[12, 13]",1
"The petticoat Mafia at the top of the organisation always knew what was going on , often before the top executives themselves .","[10, 11]",1
"I said I got a good joke for you here , started to laugh and he said I ai n't said it yet !","[20, 21]",0
Sometimes he felt that he was the person he was because of them and acted the way he did because of their effects .,"[2, 3]",1
"Go on , you do lovely smiles .","[0, 1]",1
"Their cases humped upstairs and put into the bedroom , Adam looked Rufus Fletcher up in the phone book .","[5, 6]",0
"It was the conditions of deprivation and despair in the decaying areas of our old cities — areas in which the Brixton and Toxteth riots took place , and areas from which the skinhead invaders of Southall come .","[37, 38]",0
"Still , Angie can fix the Treasury on this one , given her boyfriend , ca n't she ?","[4, 5]",1
"Some of the reasons for this — the difficulty of deciding on appropriate proxy variables and on economical yet non-biasing temporal and spatial sampling frameworks , taking account of the relative importance of aperiodic and rare events as compared to near-continuous processes , processing the vast volumes of data usually involved and organizing the multidisciplinary and ( often ) multinational researchers involved — are discussed briefly later .","[52, 53]",0
If we agree that in that case women should be embraced by the liberty principle then so should children .,"[10, 11]",1
He does n't wan na know !,"[5, 6]",0
What he 'd seen done to Grant made Forster realise that whatever it was struck with demonic speed and savagery .,"[7, 8]",1
"Funny I 'd just been saying that , just been reading a book allegedly written by erm Uri Geller , you know the","[14, 15]",0
Have you rung the doctor ?,"[2, 3]",0
"Why did he follow J R Ewing , the epitome of 1980s TV , with a western about a gunfighter turned foster father ?","[20, 21]",0
They reckon if you concentrate with him you can do the same,"[4, 5]",1
Must be hell of a shock being told,"[7, 8]",0
"All you can do with these songs is sing them , and Buddy fails even to manage that with any subtlety .","[16, 17]",0
Holt does not want children to be obliged to take on any of these responsibilities and he manages to make his point by concentrating solely on the rights so that he can remark :,"[3, 4]",0
"where 's the estate agents anyway , you 're going to here ?","[9, 10]",0
"As pointed out earlier , the ‘ social causes ’ argument was another major plank of public debate about the 1980–1 riots , particularly in relation to the highly politicized issue of unemployment .","[29, 30]",0
Or his nature and luck had complied for him .,"[6, 7]",1
"By the 1950s , The Ridges was the criminal ghetto of Newcastle , and by the 1970s a costly council manicure job had turned it into a free-fire zone .","[23, 24]",0
From 1940 to 1954 he wrote regularly for the New York Herald Tribune and four volumes of his notices have appeared in book form .,"[20, 21]",1
It may be that a study commissioned from contractors by the British National Space Centre will provide useful evidence on the cash value of remote sensing ; it is particularly timely in view of the appointment of Professor Pearce ( see above ) as the adviser to the UK Secretary of State for the Environment .,"[6, 7]",0
""" To paint , "" she remembered from Proust 's description of fictive Elstir , "" that one does not see what one sees . ""","[23, 24]",0
I 've built plants and managed them .,"[5, 6]",0
"Although they will slip through the city centre serving the essential parts — shopping malls , leisure centres , theme parks , amusement arcades and museums — the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .","[32, 33]",1
"So why John said would I show you how to truss nice , I do n't wish to learn thank you !","[19, 20]",0
"It was made clear that all of the above areas needed funding from health , education and social services before they could be implemented .","[10, 11]",0
"For example , in 1692 , the whole of southern England was affected by an earthquake whose epicentre was located in what is now Belgium ; a good deal of minor structural damage was inflicted ( Morse 1983 ) .","[34, 35]",0
"The method adopted was to canvass for capital donations that could then be invested to bring in a regular income , and both Balfour and Law were used to raise the wind .","[2, 3]",1
‘ Wiped out twenty million Russians for Stalin .,"[1, 2]",1
"Gon na have to get one of them dolls , she loves them .","[4, 5]",0
Do you wan na be my bridesmaid ?,"[2, 3]",0
"Other recently depressed stores , and companies with businesses similar to Dixons , rose in sympathy .","[2, 3]",0
"No , leave the sound !","[2, 3]",1
Relief surged through her like a physical infusion of new blood .,"[1, 2]",1
"Just inside the front porch , a handwritten book is prefaced with the words ‘ This book has been compiled that something , more than their mere names , may be known of the Lavenham men who gave their lives for their country in the Great War . ’","[37, 38]",1
"One wore a tattered summer dress in pink spotted cotton with double flounces , the other a pinafore over a checked blouse .","[20, 21]",0
"But this argument will seem less persuasive when we have discussed cases of manslaughter by reason of diminished responsibility : where a murder is reduced to manslaughter , the judge has a wide sentencing discretion and may , according to the facts of the case , select a determinate prison sentence , a hospital order , or life imprisonment .","[10, 11]",1
"A wise man built his house upon the rock , a wise man built his house upon the rock , the wise man built his house upon the rock and the rain came tumbling down , and the rain came down and the flood came up and the rain came down and the flood came up","[3, 4]",0
"Ann Maguire had borne a second Joanne , in New Zealand , from where she had returned , unable to bear cultural transplantation .","[3, 4]",0
The CORINE programme represents the product of much activity by the European Commission 's Directorate-General ( XI ) for the Environment .,"[3, 4]",0
"Do not let anybody , particularly gardening writers , tread on your dreams .","[6, 7]",0
It would then be up to the US and Canada to decide whether they want to face towards the Atlantic or Pacific — or be caught between two great trading oceans .,"[11, 12]",1
"Please , I 've found something , I must tell you .","[9, 10]",0
I was surprised that he so eagerly sought to confront me .,"[9, 10]",1
"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’","[6, 7]",1
"The fourth point , the idea that science is intrinsically masculine , can be sustained only by clinging to an irredeemably narrow conception of science and scientific thinking .","[14, 15]",1
Using a technical term borrowed from electron optics we could say that the electron beam gets defocused .,"[4, 5]",1
Today 's attraction-merchants are doing no more to lure 20th-century tourists than their medieval forebears did for pilgrims .,"[8, 9]",0
"But they might have to be supplemented by mercenaries from Flanders and the Low Countries , where the rapidly expanding population forced large numbers of young men into military careers .","[19, 20]",1
Well the the hotel we are going to stay,"[8, 9]",0
"For example , in 1692 , the whole of southern England was affected by an earthquake whose epicentre was located in what is now Belgium ; a good deal of minor structural damage was inflicted ( Morse 1983 ) .","[12, 13]",0
Law conceived of the role of the leader in an exactly opposite sense from Balfour : he sought to foster unity by placing himself at the head of the discordant elements where Balfour had thrown the leadership on the side of restraint .,"[17, 18]",1
EACH new indignity in the heap visited on Welsh rugby seems worse than the last .,"[6, 7]",1
The two companies concerned are trying to record the spoken word .,"[9, 10]",0
So long as there was no hunt for a missing girl they had felt themselves reasonably safe .,"[13, 14]",1
"First we shall assume that the current density is confined to a thin wire in which case the integration variable may be changed to formula , where S is a vector normal to the cross-section , formula is the area of the cross-section , and dI is an elementary vector along the tangent of the wire .","[22, 23]",0
Armstrong seems the least permanently damaged on the surface .,"[5, 6]",1
"Clare said , ‘ But if each child goes there every two and a half hours , one lavatory is adequate .","[8, 9]",0
"His speech , however , came aftera 24-4 vote in the national executive to oppose a proportional representation motion which will be debated on Thursday .","[5, 6]",1
He asked the taxi he had taken to put him down at the top of the drift and he had walked to the house .,"[6, 7]",1
But how will I know where to go ? .,"[7, 8]",0
"Go and do it with your dolly , go on !","[8, 9]",1
Delaney knew there was no way she would be shifted from her chosen course .,"[9, 10]",1
"Studies in this area have indicated that too strict or too lax parental attitudes increase the risk of delinquency ( the work of John Bowlby , for example ) ; they have found that if a young child is deprived of close personal relationships with parents or parent figures then ‘ problem behaviour ’ is more common .","[32, 33]",1
"First , the pupils , teachers and practitioners of science are overwhelmingly male in terms of numbers ; second , school science is packaged and presented to appeal to boys , not girls ; third , classroom behaviours and interaction operate to reconstruct science as a male activity , and finally it has been suggested that ‘ scientific ’ thinking embodies an intrinsically masculine world view .","[23, 24]",1
"Frederica dipped round her to stare : Claude Monet : "" Au Cap d'Antibes par vent de mistral "" .","[15, 16]",0
"But this argument will seem less persuasive when we have discussed cases of manslaughter by reason of diminished responsibility : where a murder is reduced to manslaughter , the judge has a wide sentencing discretion and may , according to the facts of the case , select a determinate prison sentence , a hospital order , or life imprisonment .","[17, 18]",0
"The convex , middle part of the thorax contained the musculature that operated the appendages ( which , as usual , are not preserved ) , and the relatively large volume of this region shows that the musculature was powerful .","[8, 9]",0
"The TV western seemed to fade into the sunset some time in the mid-1970s , victim of a narcissistic age that preferred to look at prosperous , smart-alecky or violent images of itself ( Dallas , Cheers , Miami Vice ) .","[23, 24]",1
Do n't worry . ’,"[2, 3]",1
"All in all , it was not surprising that Suger , mulling over the precedents of early crusading , tried to dissuade Louis VII from embarking on his Jerusalem journey in 1145 .","[25, 26]",1
"What , whichever gon na get , if somebody , they get a medal do n't they ?","[11, 12]",0
"No , Gauguin said .","[3, 4]",0
ATTEMPTING AN INTEGRATION POLICY,"[0, 1]",0
"She had known him since he was a very small five-year-old , perched like a mosquito on one of the placid beginners ' ponies , so she told the class to carry on walking their ponies while she came to him .","[33, 34]",0
"Almost as a logical outcome of this media blitz , it emerged in the summer of 1990 that Madonna , already a devotee of Kahlo 's work , was commissioning a screenplay based on Kahlo 's life .","[11, 12]",1
"Pre-tax profit fell £4.1million to £12.2 million in the year to September 30 , in line with the severely-reduced expectations after the Cadillac Rubber acquisition and rights issue in July .","[2, 3]",1
"However , adding a proximity to transport constraint lowers this to 12 per cent ; and so on .","[2, 3]",0
"Adam only wished Uncle Hilbert had left him Wyvis Hall and then there would have been no Ecalpemos , no Zosie , and no deaths .","[6, 7]",1
"I mean , please excuse the mess wo n't you .","[3, 4]",0
"‘ As we know , truth is often stranger than fiction . ’","[3, 4]",0
I think you 'd be better off with a with a new cooker and fridge,"[1, 2]",0
"Sorge was annoyed with himself , irritated that he had allowed the Intelligence man to get under his skin .","[15, 16]",1
The selectors knew they were playing with fire when they decided to arrange a couple of club fixtures and they have duly been consumed in a conflagration of their own making .,"[5, 6]",1
"The support for the Express in 1912 "" provides for the introduction of £50,000 or $60,000 to retain the only half-penny paper the Party possesses in London , and no less a sum than $700,000 to £1 , 000,000 would be necessary to start a similar paper if the Daily Express were allowed to go .","[54, 55]",1
"Since we know that the periodicity of some variables is longer than the monitoring already carried out by human beings , we must make use of surrogate or proxy variables to extend our range of knowledge ( such as via tree rings , palynology , oxygen isotope ratios from ice cores and geomorphological evidence of environmental change ) ;","[23, 24]",0
We must show that it is possible for it to be both a resultant … and a totalizing force … how it can continually bring about the unity of dispersive profusion and integration .,"[2, 3]",1
"None of it , if he could help it .","[7, 8]",1
"Let me pay and then we 'll have lunch together and do some catching up — unless you 're meeting someone , of course . ’","[0, 1]",0
"When they saw that the war could not be won , even as early as 1941 , some of them opened up lines of communication with us and the British . ’","[2, 3]",1
"Citing Marx 's famous remark in The Eighteenth Brumaire , ‘ Men make their own History … but under circumstances … given and transmitted from the past ’ , Sartre suggested that this implied ‘ the permanent and dialectical unity of freedom and necessity , ( I , 35 ) .","[0, 1]",0
We know that er yes when we were looking .,"[8, 9]",0
"The only effective remedy is to install hardened valve seats or a replacement cylinder head , both expensive options .","[6, 7]",0
"We 've got nine hundred pounds approximately , after the cooker and the fridge .","[2, 3]",0
I do n't give a fuck !,"[3, 4]",1
Who 's coming to see you today ?,"[4, 5]",0
"Mercifully , we doubt it !","[3, 4]",0
So in practice the ‘ grievous bodily harm ’ rule goes further than the arguments of its protagonists would support .,"[10, 11]",1
I am telling you about this … to remind you that one can try to give an impression of anguish without aiming straight at the historic Garden of Gethsemane,"[15, 16]",1
Erm I 'd like to see whoever wins this .,"[3, 4]",0
"The question is : granted that D's purpose was to frighten , did he nonetheless realize that it was practically certain that his act would cause death or grievous bodily harm to someone ?","[4, 5]",0
"You ca n't , you ca n't get either , you know , proper","[7, 8]",0
"Heading west on the return flight path , the instructor said , ‘ This is the first time I 've flown with a pupil and have n't once needed to touch the controls . ’","[28, 29]",0
"But then he adds , ‘ I have said and I repeat that we have not yet proved that this enveloping totalization exists ’ .","[20, 21]",1
", I 'm only telling you what to expect you know , when you go on holiday","[10, 11]",0
"I tacked the ship shortly after midnight , doing the job by myself and enjoying the work .","[14, 15]",0
"The Independent has learnt that 1,800 American Roman Catholic nuns wrote last winter to Dr Runcie , urging him to defy the Pope over the ordination of women .","[20, 21]",0
By the morning of Friday 10 November it was clear that neither Chamberlain nor Long would secure a majority and that some supporters of each of them would not contentedly follow the other .,"[30, 31]",1
"Lovely , thank you darling , oh we did n't get much further on there , what we started with this morning , no so","[2, 3]",0
"There are also outstanding bits of Indian stone monuments , with gods and goddesses sensuously entwined in spiritual embrace ; they start with the Gandhara grey schist carvings of the third/fourth century .","[18, 19]",1
"Yet yesterday 's report on the Clapham crash , confirming the picture which emerged throughout the Hidden inquiry , makes an event which seemed at the time totally unexpected look almost inevitable .","[19, 20]",1
Oh I know what I 've got !,"[6, 7]",1
But if Sartre anticipates such later thinkers we should not assume too quickly that they have simply taken his insights further .,"[17, 18]",1
"Since , I mean when it was on the back I thought oh I do n't know how you get used to each since he took the evening out and then he 's different bloke","[20, 21]",0
So then she come round and she said I do n't even do this for Karen !,"[7, 8]",0
"You rally , you stand up and face it .","[1, 2]",1
"While our boys were still getting killed , ’ snapped the DDI .","[9, 10]",1
‘ I merely wanted to tell you that you 've scared the hell out of everyone at Saracen — except me .,"[10, 11]",0
"A few years later Thomson recognised Cage as ‘ the most original composer in America , if not the world … ’ and Cage repaid the compliment by writing the works section of a monograph on Thomson .","[24, 25]",1
"The divergence was sharpened by the application of a theoretical distinction , the fruit of Augustinian theology , amplified as the century went on by canon and Roman law reference ; princes pronounced their campaigns just wars ( fought against aggressors with the aim of re-establishing peace ) or public wars ( declared by a competent authority in the public interest ) , while they condemned the wars of lesser men as infractions of the peace .","[32, 33]",0
"But is n't it true , this garden has a fantastic character which makes you quite able to imagine the poets of the Renaissance strolling among these bushes and over the flowery grass ? …","[18, 19]",0
But he 's not doing the estimates he 's been given and he ca n't afford to throw money away .,"[17, 18]",1
"Contrast this with the position in jurisdictions where there are three or more degrees of homicide : pleas of guilty to first- and second-degree murders would be less frequent , since there would be the possibility of argument in court ( if no bargain was struck beforehand between prosecution and defence ) , and the defence might succeed in persuading the jury to reduce the degree of the killing .","[57, 58]",1
"And one wanted re-estimating , the other one wanted a few more prices cos everything like marble tops which are going to cost a fortune to get done .","[8, 9]",1
"In his characteristic phrase , "" I am their leader , I must follow them "" — but he determined to follow them from the front .","[13, 14]",1
"There are , of course , the familiar and obvious reasons connected with women 's traditional role in child-rearing but there are less obvious reasons too .","[11, 12]",1
"Ron Todd , the general secretary of the transport workers ' union , said that today 's vote on the multilaterist nuclear defence policy would not yield the ‘ massive and overwhelming ’ majority predicted by right-wingers , and he warned that party leaders could not expect everybody to ‘ goose-step ’ in the same direction once the policy had been carried .","[61, 62]",1
"This view , as we shall see , has been attacked on the grounds that it rests on the false assumption that the distinction between adults and children is identical with the distinction between rational and non-rational beings .","[6, 7]",1
"It is the ribbon that runs through the pages of Vogue , the glossy surface of the images in direct opposition to a work such as Kahlo 's The Suicide of Dorothy Hale ( 1939 ) ( Fig. 9 ) .","[5, 6]",1
A fortnight in Bromley would do me splendidly hmm ?,"[8, 9]",0
"Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power .","[3, 4]",1
Cos mummy only just come down for breakfast .,"[4, 5]",0
The prison has a medical block with 24 beds and a gym with equipment that staff said would be the envy of many council leisure centres .,"[16, 17]",1
"Such writing rapidly palls , and I hope that in the novels to come , Motion can curb his reckless passion for it .","[17, 18]",0
"Notwithstanding the popular appeal and political capital to be derived from such a humane-sounding statement , this definition is nevertheless at variance with the traditional understanding of the meaning of punishment .","[9, 10]",0
"Active swimmers in the surface waters of the present oceans are likely to feed directly on the plankton , and the trilobites may have had a method of harvesting large quantities of minute food .","[28, 29]",1
""" Herod then with wrath was filled . ""","[6, 7]",1
"Not so long ago it seemed as if the world was to divide into three main trading blocks : the EC based around the West German economy ; a Northern American block based around the US-Canadian free trade area , and a Pacific unit incorporating the Asian tigers with Japan and the yen at the centre .","[44, 45]",0
‘ Why the hell did n't you use fenders when you tied alongside ? ’,"[11, 12]",0
It would create a further fact that would put Israel on the spot .,"[8, 9]",1
The thorax of the large-eyed trilobite is remarkably long compared with the average trilobite ( compare Fig. 33 ) .,"[15, 16]",0
"Holt can and does believe that children should have them as adults do , and then leaves it up to the child to decide whether or not to exercise them .","[28, 29]",1
"For the whole basis of Sartre 's argument is that the dialectic of history is not a metaphysical law , ‘ some powerful unitary force revealing itself behind History like the will of God ’ , but the continuously produced effect of individual conflicts ; each action is in its turn subsumed as a part of the whole in an ever broader , developing totalization ( I , 37 ) .","[51, 52]",0
Each WRA is required to produce a waste disposal plan and these are starting to appear .,"[13, 14]",0
"Just inside the front porch , a handwritten book is prefaced with the words ‘ This book has been compiled that something , more than their mere names , may be known of the Lavenham men who gave their lives for their country in the Great War . ’","[19, 20]",0
It was too large for her and the wide sleeves of limp cotton hung from her freckled arms like rags thrown over a stick .,"[20, 21]",1
"The biggest single difficulty in drawing attention to urban poverty is that it is not new , but simply — in some of its most worrying manifestations — getting worse .","[5, 6]",1
Beforehand he worked as a probation officer for Berkshire Probation Service and later as a research officer for Somerset Probation Service where he undertook the research reported here .,"[26, 27]",0
I suppose some people might say to them oh you 're being nosy but then that does n't bother me because you do n't tell them what you do n't want them to know .,"[5, 6]",0
"It was raining intermittently all the time they were in the cemetery , the pines bowing and shivering in the wind .","[17, 18]",1
The white man told the askaris to take my animal after I had offered to exchange it .,"[13, 14]",0
Maybe it 's the only thing they ever dreamt about . ’,"[8, 9]",1
"He was supposed to deliver a bull to the district officer , it was about three weeks ago , and he decided at the last moment to replace the bull with another one .","[21, 22]",0
"Allan Ahlberg says : ‘ In the past , a lot of children 's books seemed to be the work of talented illustrators whose pictures looked brilliant framed in a gallery , but when you tried to read the book , there was nothing there , because the words started as a coat-hanger to hang pictures on . ’","[49, 50]",1
He did not loosen his links with the athletes when projected upwards into the Presidency .,"[3, 4]",1
"Peter Nutting , who led the association of Outhwaite members to a succesful settlement , said he sympathised with Gooda Walker names , but ‘ if the names were not going to pay these calls , who did they think was going to pay them ? ’","[32, 33]",1
"Could finish off the UK vehicle division , ’ he said forlornly , ‘ and Don Peters , ’ he added , shaking his head .","[1, 2]",1
The user is intended to behave exactly according to their instruction .,"[3, 4]",0
‘ We had a large colony of Nazis living in the Soviet Union .,"[8, 9]",0
"Should have said to him , you never take dad out for a curry so Kevin 's going .","[2, 3]",0
There is stronger evidence that a zinc deficiency may cause the foetus to grow slowly in the womb .,"[13, 14]",0
"In the first group session the counselling method is registered in the course tutor 's notes ( Menary , 1986 ) by the explanation : ‘ This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past ’ ( p. 3 ) .","[43, 44]",0
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .","[8, 9]",1
"No I was er talking to , is it Alan ?","[4, 5]",0
Aspects of these measures are considered further on in the chapter .,"[5, 6]",0
"Clare almost fainted from surprise and anxiety , horror and shame .","[2, 3]",0
"In particular , to provide technical , scientific and economic information requested by the Commission in its tasks of identification , preparation and assessment of the implementation and results of environmental action and legislation ;","[4, 5]",0
He became Robert of Jerusalem to his contemporaries ; his deeds were recorded in the Song of Antioch ; his pious bravery totally expunged the memory of Robert the Frisian 's usurpation ; and after his death his son Baldwin VII harped on his father 's achievement to justify his substantial use of coercion against the enemies of the church .,"[41, 42]",1
You mean Stuey 's got time !,"[4, 5]",1
"He did not want to be reminded of home and the only paper he even glanced at was the International Herald Tribune , a copy of which Anne found on the beach .","[6, 7]",0
"Most significantly , it incorporates a shortest path algorithm which uses the road network to find optimal routes between user-defined start and end nodes .","[15, 16]",0
Right off we go then .,"[3, 4]",0
"Rationality turns into narrow intellectualism , freedom into licence , independence into isolationism , dignity into selfish pride ; the autonomous human being turns out to be no more than a social atom after all .","[23, 24]",1
"He was thumbing through USA Today for the umpteenth time , looking for something he might have missed , when he heard her giggling .","[21, 22]",0
City : Lloyd 's members fail in bid to protect cash fund,"[9, 10]",0
In Belgium many people do take three weeks at a time,"[5, 6]",1
"One such scheme involved the purchase of the Daily Express by Max Aitken with party funds , but the party was also propping up the Globe , the Standard , and a wide range of provincial dailies .","[3, 4]",0
"Less costly , but not entirely satisfactory , is the practice of making every fourth tankful leaded petrol , which protects the valve seats but rather defeats the object .","[16, 17]",0
Workers from the integrated playscheme subsequently supported a local special school in integrating under fives into a playgroup .,"[12, 13]",0
Muldoon poured the coffee .,"[1, 2]",0
"There is a refreshing simplicity and tenderness in Motion 's account of the way Francis nurses her , but she herself is too sketchily drawn for the episode to carry much weight .","[24, 25]",1
"Was it the faint smell of herbs and newly baked dough , the soft ticking of the wall-mounted clock which seemed both to mark the passing seconds and yet to hold time in thrall , the rhythmic moaning of the sea through the half-open door , the sense of well-fed ease conveyed by the two cushioned armchairs , the open hearth ?","[20, 21]",0
"Sitting alone , he lit his cigarette , the first of the day , and there came that faint swimming in the head , a tautening of the gut .","[16, 17]",1
"Scaup must be just about the loneliest farm in England , tucked down in the shelter of the hills with Kielder Forest 's dark mass blocking its southward view and the narrowing valley of the burn filling half the sky to the north .","[11, 12]",1
"So far they have received nothing from the Government , little EC assistance and are running out of funds donated by individuals and industry .","[15, 16]",1
"On one long wall hung a row of Van Goghs , including an Arles "" Poets ' Garden "" he had n't seen before , but recognised , from small photographs , from charged descriptions in the painter 's letters .","[22, 23]",0
These are the same bulbs though that have made a new flower this year .,"[8, 9]",1
"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently , can shift people to destinations with exemplary speed and safety — as Europe consistently demonstrates .","[42, 43]",1
These positions were not held for his own status but to promote the cause of rowing where it needed clout .,"[18, 19]",1
"The later history of the Daily Express suggests not : when the Express became hostile in the 1920s , Younger raged "" when I think of the large sum of money this office has put into that gutter print it makes my blood boil "" .","[40, 41]",1
It would therefore be reasonable to consider whether children find it offensive to be treated like children .,"[6, 7]",1
"If each action negates the aim of the other , where is the ‘ unity ’ totalized in the conflict ?","[3, 4]",0
Manchester Dispatch : I hope you will continue this form of enterprise .,"[7, 8]",0
"This chapter , then , attempts to review some of the problems in environmental monitoring and prediction , describes some of the relevant scientific and organizational activities and looks ahead to what is likely to happen next .","[35, 36]",0
"Unlike the prison inmate , AEC participants can not sit back and passively do their time .","[9, 10]",1
Ellen gave me an amused glance .,"[4, 5]",1
Obviously the eldest girl had been shopping : the folding pushchair had a shelf under the seat lumped high with plastic bags .,"[6, 7]",0
"Davis , of course , would have walked into England 's team in Poland a week on Wednesday ; until last season 's prolonged suspension , followed by injury , Bobby Robson had him firmly pencilled in as Bryan Robson 's replacement .","[26, 27]",1
"In Self-Portrait with Cropped Hair ( 1944 ) ( Fig. 6 ) , she paints herself wearing Rivera 's suit , challenging traditional expectations of femininity and attempting to appropriate his authority ( while simultaneously ) threatening castration ) .","[21, 22]",1
Twenty years later the AEC demonstrates that this remains no less true now than it was then .,"[5, 6]",1
"There are strict time limits : generally , six years from when damage first occurred ; where the damage was initially ‘ latent ’ you are given longer — three years from when you could have discovered it , with a longstop of 15 years .","[36, 37]",0
Hobeika and Jamei have tested MASSVAC on various evacuation scenarios for Virginia Beach City in order to determine evacuation times for flood and hurricane conditions .,"[17, 18]",0
"Sir : I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ with ‘ Tories hold on ’ ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media .","[11, 12]",1
"More globally , the Brundtland Report ( WCED 1987 ) noted that , in the 900 days during which the World Commission was at work ,","[10, 11]",0
I would n't mind if those blasted slightly longer life in terms of the music they played .,"[6, 7]",0
"When , in 1939 , The Architects ' Journal conducted a survey to find what were considered the best modern buildings in Britain , Battersea was placed second — and was the favourite of such unlikely celebrities as Sir Kenneth Clark , Rebecca West and Charles Laughton .","[13, 14]",1
"‘ Take the animal now , ’ he says to his assistant gently .","[8, 9]",0
I have to explain to him what happened .,"[7, 8]",0
"‘ You all know me , ’ says Paddy , and a fat lady with good timing says , ‘ I do n't know you .","[7, 8]",0
"Forster settled down , only putting his eye to the slit every half minute , not continually as he had started to do .","[20, 21]",0
"He lived locally , so how did neighbours view his job here ?","[8, 9]",1
The magnetic field strength is given again by eqn ( 3.27 ) ; we only need to substitute for the current In + Ip where the subscripts n and p refer to negative and positive particles respectively .,"[5, 6]",1
"The major question thus always remains unanswered in the Critique : every time that Sartre announces that he is about to proceed with the fundamental problem of how History can be a totalization without a totalizer , he turns back to a previous , more easily intelligible stage on the way .","[21, 22]",1
"The Government 's post-1987 initiatives have , to some extent , reflected a diagnosis based on the need for better management — though on the principle that central authorities can provide a firmer grip than local ones — but combined with an anti-collectivist belief in the restorative powers of capitalism .","[14, 15]",1
"No general election was fought by the organization set up after 1911 , but there is little doubt that there was a massive improvement ; criticisms that were commonplace in 1910 were not to be heard by 1913 .","[4, 5]",1
"Oh the wife and I went around Mosside the day after the riots there and , do you remember the riots ?","[18, 19]",0
"The picture was signed "" Madeleine Bernard "" , and Alexander told Frederica that Gauguin had flirted seriously with that young woman , had characterised her , as was fashionable at the time , as having the desirable , unattainable androgynous perfection , complete sensuality combined with unattainable self-sufficiency .","[11, 12]",0
"Unless it got personal , I 'd turn it off , I mean I mean when we went the estate agents and solicitors","[2, 3]",0
I 'm cheesed off .,"[2, 3]",0
"Try to quench your thirst with a light , fresh white and you will drink enough to put you on your back .","[0, 1]",0
"It was almost a year since he had been there and in that time nothing had been done , nothing had been touched .","[22, 23]",0
"You can only see twelve feet er , you 'd think the place was empty in the bar .","[3, 4]",0
She was about to but she found a sticker on book,"[6, 7]",0
I know .,"[1, 2]",0
"Well finish your mouthful first , please .","[1, 2]",0
"I was gardening and he said er er I bent over to do something and he said I just went dizzy , he said , and I fell over he said and then I realized my right side was paralysed .","[23, 24]",0
"They lost over £4,000 dealing with two letting agencies which closed down without paying them the rent and tenants ' deposit owed on their Wembley flat .","[1, 2]",1
"In this case , population density data for a 1 km buffer on either side of network arcs were overlaid on the network itself so as to act as weights for the minimum path algorithm .","[27, 28]",0
Then I went to Tesco .,"[2, 3]",0
Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,"[19, 20]",1
"Furthermore , the listing of Battersea had ensured the building 's survival for conversion to a new use — in that case , as an entertainment centre which the Prime Minister herself had praised and inaugurated .","[33, 34]",1
", you can go second hand","[3, 4]",1
"These high trees stand out against an evening sky with violet stripes on a yellow ground , which higher up turns into pink , into green .","[3, 4]",0
This one was in soft light green with a boxy shaped jacket and narrow skirt and the same green-and-white check material of the little sleeveless blouse had been used to line the jacket and face the wide reveres .,"[34, 35]",1
"‘ We are an aggressive company , ’ admitted David Wheeler , operations director at this plant and at Rechem 's other incinerator , at Fawley .","[8, 9]",1
They sat at the table in the dining area to eat an absurdly early high tea .,"[10, 11]",0
"She was a very private woman , I suspect one of those fortunate people who find no other company more agreeable than their own .","[15, 16]",1
